"","wavelength","EBLAd231025","EBlank1","EBlank2","EBlank3","EBlank4","ENWAd231025","ENWAdup231025","ESLBd231025","EWBd231025"
"1",240,0.105134440380481,0.00068121085126888,-0.000645072870658837,-0.00087964072138395,-0.000122939476533457,0.0979744881609631,0.0973818381661589,0.0964416059286578,0.0892999931357086
"2",245,0.0969468025159403,0.000624902488006288,-0.000529389678519225,-0.000792090311393517,-2.67449354647237e-05,0.0890439811564327,0.0883747000970976,0.0845526093568235,0.0806749809050572
"3",250,0.0913270281038072,0.000620588302667042,-0.000430051825453984,-0.000626086515696602,0.000101833077376949,0.0833429997367794,0.0825374336420549,0.0783076941655778,0.075082579231479
"4",255,0.0868161494015728,0.000637786301579337,-0.000288868234803888,-0.000435693153924159,0.000251879282938041,0.0789201551322855,0.0780476656539122,0.0743193055732102,0.0705088382810804
"5",260,0.0828649020157534,0.000611702274659516,-0.000187118169245379,-0.000279097851957379,0.00033664073483316,0.0752818743783579,0.0743930060108906,0.0712524167039736,0.0666341960685878
"6",265,0.0790883074670931,0.000607861936308463,-9.05641494279098e-05,-0.000132349656312138,0.000413619594899857,0.0719966858993318,0.0710934540774642,0.068515175498225,0.0631133167688641
"7",270,0.0749497928780656,0.000585329900453202,-1.4274056372771e-05,-5.64234350446199e-05,0.000499093345428922,0.0686426267311232,0.0676957739453188,0.0655086561462141,0.0593948764613052
"8",275,0.0706691490772969,0.000540863883524942,-9.62734466439115e-06,-6.81274967489622e-05,0.000473768462692553,0.0652334807761451,0.0642856996059589,0.0622290477780613,0.0556292713318791
"9",280,0.0660760451431388,0.000568863183975117,4.30516220019214e-05,5.22289674214134e-06,0.000408134879268151,0.0615983328451543,0.0605439922295115,0.0585805314992296,0.0515766541573943
"10",285,0.0618385821600907,0.000509961447396294,-1.30240841864908e-05,-5.35441914549403e-05,0.000278824279648278,0.0583024015373199,0.0572260361023077,0.0552622572552795,0.0481000276597115
"11",290,0.0572368771628132,0.000493295697737689,-1.96272242138798e-05,-4.83502381619274e-05,0.000241724000289443,0.0546387365329194,0.0535348769179038,0.051524349464601,0.04452505474099
"12",295,0.0531649320247305,0.00048781070865223,1.45423096285655e-05,-2.0006298186063e-05,0.000247149227694732,0.0514101458345058,0.0502693502844916,0.0481886210816572,0.0414850949497352
"13",300,0.04926587424261,0.000458677143832773,2.99951064308344e-05,-2.65998737624788e-06,0.000216615874713316,0.0482780397149704,0.0471360920646677,0.0450131473421632,0.038564052638324
"14",305,0.0456057789569622,0.000458447196711149,6.52740850061263e-05,3.46903013616991e-05,0.000262964988105889,0.0452971706253244,0.0441165352169068,0.0419717297668844,0.0357770072647851
"15",310,0.0424442486903543,0.000414283297599589,7.09820383282005e-05,3.23847420513497e-05,0.000245071796864139,0.0426413784227922,0.0414542107272382,0.0393074181453882,0.0333146732656364
"16",315,0.0394614813363796,0.000418599885873232,9.85762069409829e-05,6.84586977427338e-05,0.000244760541512271,0.0401114831304112,0.0389257029469805,0.0367896016378198,0.0309745619721666
"17",320,0.0364886914737017,0.000385531437769271,9.29892909249643e-05,5.75254298325972e-05,0.000242576307301049,0.0375180162959741,0.0363368868046697,0.0342824785705985,0.0285929378837187
"18",325,0.0340697341224584,0.000380650491061823,0.000104120840590131,8.03016777040607e-05,0.000253616787281221,0.0353497588125533,0.0341507597943298,0.0321361134138151,0.0265878174772835
"19",330,0.031694020493075,0.000372743276239226,0.000133060505617796,9.45266168174511e-05,0.000287239210480937,0.0331983496302675,0.0319401411768235,0.0299807838646463,0.0246269149543369
"20",335,0.0294646959002277,0.000351476812887296,0.000119900125720711,0.000118525896495079,0.000291028704045814,0.0310895402233376,0.0298626368251802,0.0279468455181391,0.0229079765395634
"21",340,0.0274218890711328,0.000334867241185947,0.000151634781808656,0.000132598427163762,0.000294696406743081,0.0290413704646583,0.0279104455447834,0.0260696163136781,0.0214029977374685
"22",345,0.0255757515719701,0.000344582169050617,0.00019364437924109,0.000179981204352077,0.000314065750972103,0.0272237264124808,0.0261292318074507,0.0243971298188701,0.0201596458462892
"23",350,0.0237812463559347,0.00032376451238951,0.000198748293200089,0.000174633400145238,0.000319970918125968,0.025453504492031,0.0243841340270198,0.0228220436511402,0.0187987939014271
"24",355,0.0220963166669595,0.000322724441301482,0.000231007498934617,0.000222837016624588,0.000363910149095849,0.0237930989396068,0.0227254276833855,0.0213604161652289,0.0175813557441966
"25",360,0.02049214689022,0.000335617008632657,0.000252805921479388,0.000258322945597931,0.000397881045536832,0.0221956549327552,0.0211340728607099,0.0199974293024438,0.0164340692017659
"26",365,0.0189506892053424,0.000338271479497343,0.000277585099668795,0.000267015073109435,0.00042398602450237,0.0206626525043594,0.0196036132686985,0.0187418050701329,0.0153565759410137
"27",370,0.0174119680723183,0.000315504008285218,0.000269315455501404,0.000270886950442703,0.000360710414996029,0.0191517084413271,0.0180689517256654,0.0175036373281472,0.0142791140883616
"28",375,0.0160080967953443,0.00030575270860252,0.000249080896351604,0.000258161173679095,0.000317070662159535,0.0177844407549659,0.0166876257586558,0.016401837309317,0.0133585783987696
"29",380,0.0146827032544353,0.000275145475664853,0.000248880633111774,0.0002362422378002,0.000277828848779973,0.0164813926282946,0.0153678373744937,0.0153551442166749,0.0125100917248415
"30",385,0.0134926697143527,0.000276114604366313,0.000253581396565619,0.000241286960520881,0.000246800143534535,0.0153139709843251,0.014189855683727,0.0144043519870401,0.0117805433772529
"31",390,0.012446034024803,0.000255256166910818,0.000266603342690568,0.000245382809508361,0.000240914177918265,0.0142666176646753,0.0131477969872821,0.0136255925144648,0.0111316169902226
"32",395,0.0114929884352968,0.000253493134327205,0.000279960177710127,0.000264361628045715,0.000257981104853192,0.0132976485637372,0.0122192798142073,0.0129599438216173,0.0105720340031944
"33",400,0.0106584365783754,0.000258871959470829,0.000295833013151983,0.000269082158649439,0.000254683870866764,0.0124058111299945,0.0113687147437655,0.0122899401921656,0.0101489756970358
"34",405,0.00986290684706895,0.000237082549032257,0.000271540811418322,0.000266817662121369,0.000250844134754965,0.0115556538988027,0.0105793010825697,0.0116905157748881,0.00962584619101896
"35",410,0.00913639116194666,0.000253106316297364,0.000305938277128225,0.000286442487901112,0.00028439776777906,0.010841383072011,0.00985990581613815,0.0110963914943213,0.00909896399467288
"36",415,0.0084887136444348,0.000231843640767327,0.000274453510363854,0.000251034944406435,0.00025803542505424,0.0102434212280408,0.00918745172310687,0.0104820682196679,0.00894954509501199
"37",420,0.00781935147532712,0.000210230694143024,0.000136141044472823,0.000121986313622539,0.000254911968111527,0.00940969258467659,0.00838554336994402,0.00935587592699449,0.00800449425575451
"38",425,0.00722750631315984,0.000214186472185824,0.000147658234362209,0.000134390472731219,0.000248140765731918,0.0088612796542343,0.00782061845684284,0.00878623745837648,0.00763192844387869
"39",430,0.00674235414411532,0.000211888865773181,0.000170112215679277,0.000164120255703567,0.000279757226413042,0.00834526824657802,0.00731665520000958,0.00839215504191398,0.0074557805559111
"40",435,0.00627755884642352,0.000220654475257785,0.000182874955330723,0.000168987563526613,0.000293607716919429,0.00775139253924393,0.00684345902205884,0.00812994178893952,0.00738498073862527
"41",440,0.00580920692599728,0.000214202146286949,0.000163849915346841,0.000156872751631558,0.00027790507507724,0.00719076509575433,0.00638688366549286,0.00777749724614202,0.00724083020919399
"42",445,0.00540201014809751,0.000203086052024211,0.00019245510371157,0.000177260835817367,0.000283075682507589,0.00686808138359162,0.00608147660990951,0.00736902994900736,0.00682921719880428
"43",450,0.00500390216261018,0.000223399653240213,0.000219757506363787,0.000200161612640165,0.000293227922864764,0.00661607065087598,0.0057702278873603,0.00693084018758035,0.00625174242895613
"44",455,0.00466390091040685,0.000207874506374957,0.000210630303515376,0.000211714211290293,0.000296188777562673,0.00627765643636092,0.00543008652740588,0.00661120069744995,0.00615027404265316
"45",460,0.00438286654676254,0.000201528801152922,0.000232196120980452,0.000210842014292246,0.000300008490572695,0.00597346775767537,0.00512804999454064,0.0064267318411489,0.00608065352741215
"46",465,0.00413422611418093,0.000231098273098525,0.000243888635945498,0.000238153270782785,0.000324588137284092,0.00572658200650332,0.00478463558050097,0.00623778784626016,0.00601325214449545
"47",470,0.00384973054905918,0.000181202614095607,0.000240591966551071,0.000201335242784453,0.000278553775448605,0.00543158944236164,0.00449140328974349,0.00588956772773394,0.00599388037718493
"48",475,0.00363909286979012,0.000193921042259298,0.000222443994722622,0.000239757072113441,0.000266215652762124,0.00521341484940489,0.00432107165455887,0.00566020366442745,0.0059730171466335
"49",480,0.00344110458292885,0.000176210706706468,0.000250588495691658,0.000228896004040976,0.000297239844196284,0.00503196209106388,0.00413179632555362,0.00555139925018982,0.0056698116147904
"50",485,0.0032551759193754,0.000182004026035059,0.000263761450664352,0.000238334603798308,0.000280238971534851,0.00481230024171317,0.00392775928667642,0.00531568904562182,0.00562983840051801
"51",490,0.00311613859386931,0.000190639209514895,0.000281019743409624,0.000279637087630887,0.000274288720211264,0.00467126538552132,0.00379528069350901,0.00523197504218581,0.00544793574930212
"52",495,0.00296831499227325,0.000169677897359186,0.000285227869108937,0.00026942476092519,0.0002850673889768,0.00447592517434472,0.00360908369680178,0.00507561157100996,0.00542522022472992
"53",500,0.00286722362249826,0.000170062883426976,0.000291836276918745,0.000272752174914096,0.000279227209526697,0.00433752589138023,0.00343205653970909,0.00497434904241631,0.00530283126017351
"54",505,0.00269185443257519,0.000180570354363475,0.000329910847230127,0.00029305958793251,0.0002809939408485,0.00419572204710917,0.00328482068706671,0.00480936937110024,0.0051893498838908
"55",510,0.00249637972688177,0.000160966987078919,0.000313555541736613,0.000301249840404266,0.000272921942227776,0.00405031502443774,0.00315571525755859,0.00471837215741437,0.00507610809877226
"56",515,0.00236383159476899,0.000153714999014174,0.000314063071893451,0.000289495331192355,0.000276197001398998,0.00391087443239695,0.00302498807842102,0.00459612656931182,0.0049986591624689
"57",520,0.00225955399240596,0.000150867700844731,0.000326005930658552,0.000305512296220645,0.000278900073530106,0.00378851097053084,0.00291659536435687,0.0045064206109956,0.00496934991855119
"58",525,0.00215223138243823,0.000167897777131046,0.000331135624005273,0.000313214297711794,0.000288686545855764,0.00364403790502681,0.00278226863399909,0.00439895416390086,0.00491346633191077
"59",530,0.00202333532107663,0.000153118419246088,0.000291848372093867,0.000284008200370366,0.000259486882791419,0.00354088210629172,0.0026565034429482,0.00428245558670879,0.00482654296635885
"60",535,0.0019199577380837,0.000127162130172324,0.000279159319743108,0.00029405041303986,0.000250591020443828,0.00352910908721435,0.00254435091869426,0.00418665296550459,0.00473180602080267
"61",540,0.00207493215533963,0.000139157079517922,0.000441030606377936,0.000327089580099345,0.000511544913724364,0.00356705072258064,0.00266844329570888,0.00435064754524599,0.00489959098596663
"62",545,0.00176530904181813,0.000125594013619745,0.000321769642065282,0.000307786664611358,0.000269832434595466,0.00323159895589642,0.00235145313064912,0.00400500168981474,0.00459933635735643
"63",550,0.00169343035183513,0.000170610637396581,0.000349386719359813,0.000343544785709806,0.000271928067008544,0.00317969507941415,0.00230231183148029,0.00396021929946828,0.00454009249135373
"64",555,0.00163407090375155,0.000167258189529818,0.000352194464047283,0.000353411077779047,0.000288237196162742,0.00310521451122827,0.00220621657025871,0.00386336941884108,0.00447025796426942
"65",560,0.00156575949319554,0.000172581088811668,0.000375748376333869,0.000374242535873729,0.000283139500301021,0.00309879799422314,0.00213370447153984,0.00381201949677553,0.00439328784519101
"66",565,0.00152678195792032,0.000150683141741858,0.000386047941362963,0.000365768826264209,0.000281619630796327,0.00312995798556738,0.00208009465196012,0.00375491608973604,0.004314258709326
"67",570,0.00145639786438281,0.000145632700011827,0.000371316397825694,0.000357282834229293,0.000278961430195284,0.00307509426605062,0.00199561477716089,0.00369764242327628,0.00427681463158563
"68",575,0.00138252790801342,0.000140613359184622,0.000348778665112096,0.000338777764519121,0.000262011836987806,0.00297121364585099,0.00193968548443728,0.00364731483230226,0.00420905800468807
"69",580,0.00145802330330502,0.00014755245798064,0.000362507707181239,0.000339125114784436,0.000275887260794075,0.00278659261152034,0.00190802960161105,0.00361916026547109,0.00418499493922973
"70",585,0.00141119118729416,0.000173745826275189,0.000373899538495087,0.000354195908338363,0.000296473677493826,0.00270857016567326,0.0018515347313594,0.00353352827989186,0.00413860389261565
"71",590,0.00134354244940878,0.000156405335732095,0.000359820753451143,0.000346846684883115,0.00028695570199589,0.00263607852666706,0.0017917167468318,0.00345601351224011,0.00407776589007441
"72",595,0.00126828814048807,0.00011141591956692,0.000332129035221076,0.000314720272776526,0.000281089858884564,0.00254842937642996,0.00172821614147701,0.00341937623948447,0.00400055489962486
"73",600,0.00121939957057364,0.000124644643127675,0.000367558723276441,0.000337013167377447,0.00031130470043146,0.00251148585816686,0.00169991975249556,0.00338501559297863,0.00391561025722807
